File Name,Group,Value,Unit,Is_Trend,Ratio_Value
SIMCEPImages_G17_C70_F20_s16_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_G17_C70_F20_s17_w1.TIF,Control,60.0,cells,False,0
SIMCEPImages_G17_C70_F20_s17_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_G17_C70_F20_s18_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_G17_C70_F20_s18_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_G17_C70_F20_s19_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_G17_C70_F20_s19_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_G17_C70_F20_s20_w1.TIF,Control,53.0,cells,False,0
SIMCEPImages_G17_C70_F20_s20_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_G17_C70_F20_s21_w1.TIF,Control,56.0,cells,False,0
SIMCEPImages_G17_C70_F20_s21_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_G17_C70_F20_s22_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_G17_C70_F20_s22_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_G17_C70_F20_s23_w1.TIF,Control,57.0,cells,False,0
SIMCEPImages_G17_C70_F20_s23_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_G17_C70_F20_s24_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_G17_C70_F20_s24_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_G17_C70_F20_s25_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_G17_C70_F20_s25_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_H17_C70_F23_s01_w1.TIF,Control,51.0,cells,False,0
SIMCEPImages_H17_C70_F23_s01_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_H17_C70_F23_s02_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_H17_C70_F23_s02_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_H17_C70_F23_s03_w1.TIF,Control,53.0,cells,False,0
SIMCEPImages_H17_C70_F23_s03_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_H17_C70_F23_s04_w1.TIF,Control,50.0,cells,False,0
SIMCEPImages_H17_C70_F23_s04_w2.TIF,Control,41.0,cells,False,0
SIMCEPImages_H17_C70_F23_s05_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_H17_C70_F23_s05_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_H17_C70_F23_s06_w1.TIF,Control,59.0,cells,False,0
SIMCEPImages_H17_C70_F23_s06_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_H17_C70_F23_s07_w1.TIF,Control,51.0,cells,False,0
SIMCEPImages_H17_C70_F23_s07_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_H17_C70_F23_s08_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_H17_C70_F23_s08_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_H17_C70_F23_s09_w1.TIF,Control,58.0,cells,False,0
SIMCEPImages_H17_C70_F23_s09_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_H17_C70_F23_s10_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_H17_C70_F23_s10_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_H17_C70_F23_s11_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_H17_C70_F23_s11_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_H17_C70_F23_s12_w1.TIF,Control,51.0,cells,False,0
SIMCEPImages_H17_C70_F23_s12_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_H17_C70_F23_s13_w1.TIF,Control,53.0,cells,False,0
SIMCEPImages_H17_C70_F23_s13_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_H17_C70_F23_s14_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_H17_C70_F23_s14_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_H17_C70_F23_s15_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_H17_C70_F23_s15_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_H17_C70_F23_s16_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_H17_C70_F23_s16_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_H17_C70_F23_s17_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_H17_C70_F23_s17_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_H17_C70_F23_s18_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_H17_C70_F23_s18_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_H17_C70_F23_s19_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_H17_C70_F23_s19_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_H17_C70_F23_s20_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_H17_C70_F23_s20_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_H17_C70_F23_s21_w1.TIF,Control,50.0,cells,False,0
SIMCEPImages_H17_C70_F23_s21_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_H17_C70_F23_s22_w1.TIF,Control,46.0,cells,False,0
SIMCEPImages_H17_C70_F23_s22_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_H17_C70_F23_s23_w1.TIF,Control,53.0,cells,False,0
SIMCEPImages_H17_C70_F23_s23_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_H17_C70_F23_s24_w1.TIF,Control,55.0,cells,False,0
SIMCEPImages_H17_C70_F23_s24_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_H17_C70_F23_s25_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_H17_C70_F23_s25_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_I17_C70_F26_s01_w1.TIF,Control,44.0,cells,False,0
SIMCEPImages_I17_C70_F26_s01_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_I17_C70_F26_s02_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_I17_C70_F26_s02_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_I17_C70_F26_s03_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_I17_C70_F26_s03_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_I17_C70_F26_s04_w1.TIF,Control,44.0,cells,False,0
SIMCEPImages_I17_C70_F26_s04_w2.TIF,Control,39.0,cells,False,0
SIMCEPImages_I17_C70_F26_s05_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_I17_C70_F26_s05_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_I17_C70_F26_s06_w1.TIF,Control,50.0,cells,False,0
SIMCEPImages_I17_C70_F26_s06_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_I17_C70_F26_s07_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_I17_C70_F26_s07_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_I17_C70_F26_s08_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_I17_C70_F26_s08_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_I17_C70_F26_s09_w1.TIF,Control,54.0,cells,False,0
SIMCEPImages_I17_C70_F26_s09_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_I17_C70_F26_s10_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_I17_C70_F26_s10_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_I17_C70_F26_s11_w1.TIF,Control,48.0,cells,False,0
SIMCEPImages_I17_C70_F26_s11_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_I17_C70_F26_s12_w1.TIF,Control,43.0,cells,False,0
SIMCEPImages_I17_C70_F26_s12_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_I17_C70_F26_s13_w1.TIF,Control,48.0,cells,False,0
SIMCEPImages_I17_C70_F26_s13_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_I17_C70_F26_s14_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_I17_C70_F26_s14_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_I17_C70_F26_s15_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_I17_C70_F26_s15_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_I17_C70_F26_s16_w1.TIF,Control,41.0,cells,False,0
SIMCEPImages_I17_C70_F26_s16_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_I17_C70_F26_s17_w1.TIF,Control,46.0,cells,False,0
SIMCEPImages_I17_C70_F26_s17_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_I17_C70_F26_s18_w1.TIF,Control,50.0,cells,False,0
SIMCEPImages_I17_C70_F26_s18_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_I17_C70_F26_s19_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_I17_C70_F26_s19_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_I17_C70_F26_s20_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_I17_C70_F26_s20_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_I17_C70_F26_s21_w1.TIF,Control,46.0,cells,False,0
SIMCEPImages_I17_C70_F26_s21_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_I17_C70_F26_s22_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_I17_C70_F26_s22_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_I17_C70_F26_s23_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_I17_C70_F26_s23_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_I17_C70_F26_s24_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_I17_C70_F26_s24_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_I17_C70_F26_s25_w1.TIF,Control,38.0,cells,False,0
SIMCEPImages_I17_C70_F26_s25_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_J17_C70_F29_s01_w1.TIF,Control,43.0,cells,False,0
SIMCEPImages_J17_C70_F29_s01_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_J17_C70_F29_s02_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_J17_C70_F29_s02_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s03_w1.TIF,Control,40.0,cells,False,0
SIMCEPImages_J17_C70_F29_s03_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s04_w1.TIF,Control,38.0,cells,False,0
SIMCEPImages_J17_C70_F29_s04_w2.TIF,Control,36.0,cells,False,0
SIMCEPImages_J17_C70_F29_s05_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_J17_C70_F29_s05_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s06_w1.TIF,Control,44.0,cells,False,0
SIMCEPImages_J17_C70_F29_s06_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_J17_C70_F29_s07_w1.TIF,Control,41.0,cells,False,0
SIMCEPImages_J17_C70_F29_s07_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s08_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_J17_C70_F29_s08_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_J17_C70_F29_s09_w1.TIF,Control,52.0,cells,False,0
SIMCEPImages_J17_C70_F29_s09_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s10_w1.TIF,Control,45.0,cells,False,0
SIMCEPImages_J17_C70_F29_s10_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_J17_C70_F29_s11_w1.TIF,Control,44.0,cells,False,0
SIMCEPImages_J17_C70_F29_s11_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_J17_C70_F29_s12_w1.TIF,Control,39.0,cells,False,0
SIMCEPImages_J17_C70_F29_s12_w2.TIF,Control,20.0,cells,False,0
SIMCEPImages_J17_C70_F29_s13_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_J17_C70_F29_s13_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_J17_C70_F29_s14_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_J17_C70_F29_s14_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_J17_C70_F29_s15_w1.TIF,Control,39.0,cells,False,0
SIMCEPImages_J17_C70_F29_s15_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_J17_C70_F29_s16_w1.TIF,Control,38.0,cells,False,0
SIMCEPImages_J17_C70_F29_s16_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_J17_C70_F29_s17_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_J17_C70_F29_s17_w2.TIF,Control,35.0,cells,False,0
SIMCEPImages_J17_C70_F29_s18_w1.TIF,Control,47.0,cells,False,0
SIMCEPImages_J17_C70_F29_s18_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_J17_C70_F29_s19_w1.TIF,Control,44.0,cells,False,0
SIMCEPImages_J17_C70_F29_s19_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_J17_C70_F29_s20_w1.TIF,Control,39.0,cells,False,0
SIMCEPImages_J17_C70_F29_s20_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_J17_C70_F29_s21_w1.TIF,Control,40.0,cells,False,0
SIMCEPImages_J17_C70_F29_s21_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_J17_C70_F29_s22_w1.TIF,Control,42.0,cells,False,0
SIMCEPImages_J17_C70_F29_s22_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_J17_C70_F29_s23_w1.TIF,Control,43.0,cells,False,0
SIMCEPImages_J17_C70_F29_s23_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_J17_C70_F29_s24_w1.TIF,Control,49.0,cells,False,0
SIMCEPImages_J17_C70_F29_s24_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_J17_C70_F29_s25_w1.TIF,Control,33.0,cells,False,0
SIMCEPImages_J17_C70_F29_s25_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_K17_C70_F32_s01_w1.TIF,Control,37.0,cells,False,0
SIMCEPImages_K17_C70_F32_s01_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s02_w1.TIF,Control,37.0,cells,False,0
SIMCEPImages_K17_C70_F32_s02_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_K17_C70_F32_s03_w1.TIF,Control,31.0,cells,False,0
SIMCEPImages_K17_C70_F32_s03_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_K17_C70_F32_s04_w1.TIF,Control,29.0,cells,False,0
SIMCEPImages_K17_C70_F32_s04_w2.TIF,Control,33.0,cells,False,0
SIMCEPImages_K17_C70_F32_s05_w1.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s05_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_K17_C70_F32_s06_w1.TIF,Control,37.0,cells,False,0
SIMCEPImages_K17_C70_F32_s06_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_K17_C70_F32_s07_w1.TIF,Control,35.0,cells,False,0
SIMCEPImages_K17_C70_F32_s07_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_K17_C70_F32_s08_w1.TIF,Control,43.0,cells,False,0
SIMCEPImages_K17_C70_F32_s08_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_K17_C70_F32_s09_w1.TIF,Control,41.0,cells,False,0
SIMCEPImages_K17_C70_F32_s09_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_K17_C70_F32_s10_w1.TIF,Control,29.0,cells,False,0
SIMCEPImages_K17_C70_F32_s10_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_K17_C70_F32_s11_w1.TIF,Control,35.0,cells,False,0
SIMCEPImages_K17_C70_F32_s11_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_K17_C70_F32_s12_w1.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s12_w2.TIF,Control,20.0,cells,False,0
SIMCEPImages_K17_C70_F32_s13_w1.TIF,Control,31.0,cells,False,0
SIMCEPImages_K17_C70_F32_s13_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_K17_C70_F32_s14_w1.TIF,Control,31.0,cells,False,0
SIMCEPImages_K17_C70_F32_s14_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_K17_C70_F32_s15_w1.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s15_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_K17_C70_F32_s16_w1.TIF,Control,25.0,cells,False,0
SIMCEPImages_K17_C70_F32_s16_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_K17_C70_F32_s17_w1.TIF,Control,30.0,cells,False,0
SIMCEPImages_K17_C70_F32_s17_w2.TIF,Control,34.0,cells,False,0
SIMCEPImages_K17_C70_F32_s18_w1.TIF,Control,40.0,cells,False,0
SIMCEPImages_K17_C70_F32_s18_w2.TIF,Control,20.0,cells,False,0
SIMCEPImages_K17_C70_F32_s19_w1.TIF,Control,38.0,cells,False,0
SIMCEPImages_K17_C70_F32_s19_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_K17_C70_F32_s20_w1.TIF,Control,29.0,cells,False,0
SIMCEPImages_K17_C70_F32_s20_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_K17_C70_F32_s21_w1.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s21_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s22_w1.TIF,Control,36.0,cells,False,0
SIMCEPImages_K17_C70_F32_s22_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_K17_C70_F32_s23_w1.TIF,Control,34.0,cells,False,0
SIMCEPImages_K17_C70_F32_s23_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_K17_C70_F32_s24_w1.TIF,Control,33.0,cells,False,0
SIMCEPImages_K17_C70_F32_s24_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_K17_C70_F32_s25_w1.TIF,Control,27.0,cells,False,0
SIMCEPImages_K17_C70_F32_s25_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s01_w1.TIF,Control,23.0,cells,False,0
SIMCEPImages_L17_C70_F35_s01_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_L17_C70_F35_s02_w1.TIF,Control,26.0,cells,False,0
SIMCEPImages_L17_C70_F35_s02_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_L17_C70_F35_s03_w1.TIF,Control,20.0,cells,False,0
SIMCEPImages_L17_C70_F35_s03_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_L17_C70_F35_s04_w1.TIF,Control,21.0,cells,False,0
SIMCEPImages_L17_C70_F35_s04_w2.TIF,Control,31.0,cells,False,0
SIMCEPImages_L17_C70_F35_s05_w1.TIF,Control,21.0,cells,False,0
SIMCEPImages_L17_C70_F35_s05_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s06_w1.TIF,Control,26.0,cells,False,0
SIMCEPImages_L17_C70_F35_s06_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_L17_C70_F35_s07_w1.TIF,Control,26.0,cells,False,0
SIMCEPImages_L17_C70_F35_s07_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_L17_C70_F35_s08_w1.TIF,Control,25.0,cells,False,0
SIMCEPImages_L17_C70_F35_s08_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s09_w1.TIF,Control,29.0,cells,False,0
SIMCEPImages_L17_C70_F35_s09_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s10_w1.TIF,Control,20.0,cells,False,0
SIMCEPImages_L17_C70_F35_s10_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_L17_C70_F35_s11_w1.TIF,Control,18.0,cells,False,0
SIMCEPImages_L17_C70_F35_s11_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s12_w1.TIF,Control,15.0,cells,False,0
SIMCEPImages_L17_C70_F35_s12_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_L17_C70_F35_s13_w1.TIF,Control,19.0,cells,False,0
SIMCEPImages_L17_C70_F35_s13_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s14_w1.TIF,Control,23.0,cells,False,0
SIMCEPImages_L17_C70_F35_s14_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_L17_C70_F35_s15_w1.TIF,Control,17.0,cells,False,0
SIMCEPImages_L17_C70_F35_s15_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_L17_C70_F35_s16_w1.TIF,Control,15.0,cells,False,0
SIMCEPImages_L17_C70_F35_s16_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_L17_C70_F35_s17_w1.TIF,Control,21.0,cells,False,0
SIMCEPImages_L17_C70_F35_s17_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_L17_C70_F35_s18_w1.TIF,Control,25.0,cells,False,0
SIMCEPImages_L17_C70_F35_s18_w2.TIF,Control,19.0,cells,False,0
SIMCEPImages_L17_C70_F35_s19_w1.TIF,Control,27.0,cells,False,0
SIMCEPImages_L17_C70_F35_s19_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_L17_C70_F35_s20_w1.TIF,Control,20.0,cells,False,0
SIMCEPImages_L17_C70_F35_s20_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_L17_C70_F35_s21_w1.TIF,Control,18.0,cells,False,0
SIMCEPImages_L17_C70_F35_s21_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_L17_C70_F35_s22_w1.TIF,Control,26.0,cells,False,0
SIMCEPImages_L17_C70_F35_s22_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s23_w1.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s23_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_L17_C70_F35_s24_w1.TIF,Control,25.0,cells,False,0
SIMCEPImages_L17_C70_F35_s24_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_L17_C70_F35_s25_w1.TIF,Control,16.0,cells,False,0
SIMCEPImages_L17_C70_F35_s25_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_M17_C70_F39_s01_w1.TIF,Control,12.0,cells,False,0
SIMCEPImages_M17_C70_F39_s01_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_M17_C70_F39_s02_w1.TIF,Control,11.0,cells,False,0
SIMCEPImages_M17_C70_F39_s02_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_M17_C70_F39_s03_w1.TIF,Control,12.0,cells,False,0
SIMCEPImages_M17_C70_F39_s03_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_M17_C70_F39_s04_w1.TIF,Control,7.0,cells,False,0
SIMCEPImages_M17_C70_F39_s04_w2.TIF,Control,30.0,cells,False,0
SIMCEPImages_M17_C70_F39_s05_w1.TIF,Control,11.0,cells,False,0
SIMCEPImages_M17_C70_F39_s05_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_M17_C70_F39_s06_w1.TIF,Control,6.0,cells,False,0
SIMCEPImages_M17_C70_F39_s06_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_M17_C70_F39_s07_w1.TIF,Control,15.0,cells,False,0
SIMCEPImages_M17_C70_F39_s07_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_M17_C70_F39_s08_w1.TIF,Control,12.0,cells,False,0
SIMCEPImages_M17_C70_F39_s08_w2.TIF,Control,25.0,cells,False,0
SIMCEPImages_M17_C70_F39_s09_w1.TIF,Control,13.0,cells,False,0
SIMCEPImages_M17_C70_F39_s09_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_M17_C70_F39_s10_w1.TIF,Control,8.0,cells,False,0
SIMCEPImages_M17_C70_F39_s10_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_M17_C70_F39_s11_w1.TIF,Control,7.0,cells,False,0
SIMCEPImages_M17_C70_F39_s11_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_M17_C70_F39_s12_w1.TIF,Control,6.0,cells,False,0
SIMCEPImages_M17_C70_F39_s12_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_M17_C70_F39_s13_w1.TIF,Control,11.0,cells,False,0
SIMCEPImages_M17_C70_F39_s13_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_M17_C70_F39_s14_w1.TIF,Control,10.0,cells,False,0
SIMCEPImages_M17_C70_F39_s14_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_M17_C70_F39_s15_w1.TIF,Control,7.0,cells,False,0
SIMCEPImages_M17_C70_F39_s15_w2.TIF,Control,32.0,cells,False,0
SIMCEPImages_M17_C70_F39_s16_w1.TIF,Control,10.0,cells,False,0
SIMCEPImages_M17_C70_F39_s16_w2.TIF,Control,26.0,cells,False,0
SIMCEPImages_M17_C70_F39_s17_w1.TIF,Control,8.0,cells,False,0
SIMCEPImages_M17_C70_F39_s17_w2.TIF,Control,28.0,cells,False,0
SIMCEPImages_M17_C70_F39_s18_w1.TIF,Control,9.0,cells,False,0
SIMCEPImages_M17_C70_F39_s18_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_M17_C70_F39_s19_w1.TIF,Control,11.0,cells,False,0
SIMCEPImages_M17_C70_F39_s19_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_M17_C70_F39_s20_w1.TIF,Control,10.0,cells,False,0
SIMCEPImages_M17_C70_F39_s20_w2.TIF,Control,21.0,cells,False,0
SIMCEPImages_M17_C70_F39_s21_w1.TIF,Control,9.0,cells,False,0
SIMCEPImages_M17_C70_F39_s21_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_M17_C70_F39_s22_w1.TIF,Control,13.0,cells,False,0
SIMCEPImages_M17_C70_F39_s22_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_M17_C70_F39_s23_w1.TIF,Control,10.0,cells,False,0
SIMCEPImages_M17_C70_F39_s23_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_M17_C70_F39_s24_w1.TIF,Control,14.0,cells,False,0
SIMCEPImages_M17_C70_F39_s24_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_M17_C70_F39_s25_w1.TIF,Control,6.0,cells,False,0
SIMCEPImages_M17_C70_F39_s25_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_N17_C70_F42_s01_w1.TIF,Control,5.0,cells,False,0
SIMCEPImages_N17_C70_F42_s01_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_N17_C70_F42_s02_w1.TIF,Control,5.0,cells,False,0
SIMCEPImages_N17_C70_F42_s02_w2.TIF,Control,22.0,cells,False,0
SIMCEPImages_N17_C70_F42_s03_w1.TIF,Control,2.0,cells,False,0
SIMCEPImages_N17_C70_F42_s03_w2.TIF,Control,23.0,cells,False,0
SIMCEPImages_N17_C70_F42_s04_w1.TIF,Control,2.0,cells,False,0
SIMCEPImages_N17_C70_F42_s04_w2.TIF,Control,29.0,cells,False,0
SIMCEPImages_N17_C70_F42_s05_w1.TIF,Control,2.0,cells,False,0
SIMCEPImages_N17_C70_F42_s05_w2.TIF,Control,24.0,cells,False,0
SIMCEPImages_N17_C70_F42_s06_w1.TIF,Control,3.0,cells,False,0
SIMCEPImages_N17_C70_F42_s06_w2.TIF,Control,27.0,cells,False,0
SIMCEPImages_N17_C70_F42_s07_w1.TIF,Control,6.0,cells,False,0
